School group,School name,Funder name
Leigh Academies Trust,Longfield Academy,
Leigh Academies Trust,The Leigh UTC,
Leigh Academies Trust,Inspiration Academy,
Leigh Academies Trust,The Hundred of Hoo Nursery,
Leigh Academies Trust,Oaks Primary Academy,
Leigh Academies Trust,Wilmington Academy,
Leigh Academies Trust,Bearsted Primary Academy and Snowfields Academy,
Leigh Academies Trust,Eastcote Primary Academy,
Leigh Academies Trust,Langley Park Primary Academy,
Leigh Academies Trust,The Hundred of Hoo Academy Secondary,
Leigh Academies Trust,Leigh Academy Blackheath,
Leigh Academies Trust,Sir Joseph Williamson's Mathematical School,
Leigh Academies Trust,Peninsula East Primary Academy,
Devon,South Molton Community Primary School,Pending data
Leigh Academies Trust,Molehill Primary Academy,
Leigh Academies Trust,Milestone Academy,
Leigh Academies Trust,Leigh Academy Rainham,
Leigh Academies Trust,The Hundred of Hoo Academy Primary,
Leigh Academies Trust,Mascalls Academy,
Leigh Academies Trust,Paddock Wood Primary Academy,
Leigh Academies Trust,Leigh Academy Tonbridge,
Leigh Academies Trust,Tree Tops Primary Academy,
Leigh Academies Trust,Cherry Orchard Primary Academy,
Leigh Academies Trust,High Halstow Primary Academy,
Leigh Academies Trust,Snowfields Academy - Cranbrook Campus,
Leigh Academies Trust,Hartley Primary Academy,
Leigh Academies Trust,Dartford Primary Academy - Junior site,
Leigh Academies Trust,Dartford Primary Academy - Infant site,
Lighthouse Schools Partnership,Whitchurch Primary School,
Arden Forest Multi-Academy Trust,Wootton Wawen C of E Primary School,OVO Foundation
Lighthouse Schools Partnership,Stanton Drew Primary School,
Lighthouse Schools Partnership,Yatton Infant School,
Lighthouse Schools Partnership,Yatton Junior School,
Lighthouse Schools Partnership,Hannah More Infants,
Lighthouse Schools Partnership,Chew Valley School,
Lighthouse Schools Partnership,East Harptree Primary School,
Lighthouse Schools Partnership,High Down Schools,
Lighthouse Schools Partnership,Flax Bourton Primary School,
Lighthouse Schools Partnership,Churchill C of E Primary School,OVO Foundation
Lighthouse Schools Partnership,Churchill Academy & Sixth Form,
Lighthouse Schools Partnership,Backwell School,
Lighthouse Schools Partnership,Bishop Sutton Primary School,
Lighthouse Schools Partnership,Portishead Primary School,
Lighthouse Schools Partnership,Gordano School,
Lighthouse Schools Partnership,St Peter's Primary School,OVO Foundation
Lighthouse Schools Partnership,Winford Primary School,
Lighthouse Schools Partnership,Grove Junior School,
Lighthouse Schools Partnership,West Leigh Infant School,OVO Foundation
Lighthouse Schools Partnership,Northleaze Primary School,
Lighthouse Schools Partnership,Backwell Junior School,OVO Foundation
Lionheart Multi-Academy Trust,Sir Jonathan North College,Drax
Lionheart Multi-Academy Trust,Castle Rock School,Drax
Lionheart Multi-Academy Trust,Hallam Fields Primary School,Drax
Lionheart Multi-Academy Trust,Humphrey Perkins School,Drax
Lionheart Multi-Academy Trust,Broom Leys Primary School,Drax
Lionheart Multi-Academy Trust,The Cedars Academy,Drax
Lionheart Multi-Academy Trust,Riverside Primary Academy,Drax
Lionheart Multi-Academy Trust,Martin High School,Drax
Lionheart Multi-Academy Trust,Brocks Hill Primary School,Drax
Lionheart Multi-Academy Trust,Beauchamp College,Drax
Lionheart Multi-Academy Trust,The Newbridge School,Drax
Lionheart Multi-Academy Trust,Judgemeadow Community College Football Development Centre,G4S
Lionheart Multi-Academy Trust,Beauchamp City Sixth Form,MAT funding
Lionheart Multi-Academy Trust,Highcliffe Primary Academy,MAT funding
Manchester,Castlefield Campus,
Spencer Academies Trust,Pending data,Drax
Manchester,Lancasterian School,
Manchester,Camberwell Park School,
Manchester,Our Lady's R.C. High School,School self funding
Manchester,Meade Hill School,
Manchester,Heald Place Primary School,
Manchester,Birchfields Primary School,
Manchester,Southern Cross School,
Manchester,Park View Community School,
Manchester,Ashbury Meadow Primary School,
Manchester,Cheetham CE Community Academy,School self funding
Merthyr Tydfil,Heolgerrig Community School,
Merthyr Tydfil,Ysgol Rhyd-Y-Grug,
Merthyr Tydfil,Ynysowen Primary School,
Merthyr Tydfil,Coed-Y-Dderwen,
Spencer Academies Trust,Arnold Hill Spencer Academy,Pending data
Merthyr Tydfil,Goetre Primary School,
Merthyr Tydfil,Cyfarthfa High School,Merthyr Tydfil County Borough Council
Merthyr Tydfil,Gellifaelog Primary,
Midsomer Norton Schools Partnership,Knowle-DGE Learning Centre,OVO Foundation
Derbyshire,Fairfield Infant & Nursery School,Pending data
Midsomer Norton Schools Partnership,St Matthias Academy Brentry (North),OVO Foundation
Midsomer Norton Schools Partnership,St Matthias Academy Fishponds (South),OVO Foundation
Midsomer Norton Schools Partnership,Notton House School,OVO Foundation
Midsomer Norton Schools Partnership,St Mark's C of E School,OVO Foundation
Midsomer Norton Schools Partnership,Critchill School,OVO Foundation
Midsomer Norton Schools Partnership,Soundwell Academy,
Midsomer Norton Schools Partnership,Buckler's Mead School,OVO Foundation
Midsomer Norton Schools Partnership,Midsomer Norton Primary School,OVO Foundation
Tees Valley Collaborative Trust,Bishopton Centre,
Midsomer Norton Schools Partnership,Trinity Church School,
Midsomer Norton Schools Partnership,"St Mary's Primary School, Timsbury",OVO Foundation
Midsomer Norton Schools Partnership,St Dunstan's School,
Midsomer Norton Schools Partnership,Oakfield Academy,
Midsomer Norton Schools Partnership,Peasedown St John Primary,
Midsomer Norton Schools Partnership,Longvernal Primary School,
Midsomer Norton Schools Partnership,Westfield Primary School,
Midsomer Norton Schools Partnership,Writhlington School,
Midsomer Norton Schools Partnership,Somervale School,
Midsomer Norton Schools Partnership,Preston School Academy,
Midsomer Norton Schools Partnership,Dundry Primary School,
Midsomer Norton Schools Partnership,Welton Primary School,OVO Foundation
Midsomer Norton Schools Partnership,High Littleton Primary School,OVO Foundation
Midsomer Norton Schools Partnership,Shoscombe Church Primary School,OVO Foundation
Midsomer Norton Schools Partnership,Norton Hill Primary School,King Charles III Charitable Fund
Midsomer Norton Schools Partnership,Norton Hill School,OVO Foundation
Midsomer Norton Schools Partnership,Clutton Primary School,OVO Foundation
Midsomer Norton Schools Partnership,Beechen Cliff School,King Charles III Charitable Fund
Midsomer Norton Schools Partnership,Leigh on Mendip School,OVO Foundation
Midsomer Norton Schools Partnership,"St John's Primary School, Radstock",OVO Foundation
Midsomer Norton Schools Partnership,Hayesfield Girls' School and Mixed Sixth Form,King Charles III Charitable Fund
Midsomer Norton Schools Partnership,Farrington Gurney Primary School,OVO Foundation
Midsomer Norton Schools Partnership,Park Road Support Centre,
Midsomer Norton Schools Partnership,St Julian's Church School,OVO Foundation
Newport/Casnewydd,Ysgol Gymraeg Casnewydd,Egni
Newport/Casnewydd,Maesglas Primary School,Egni
Newport/Casnewydd,Llanmartin Primary School,Egni
Newport/Casnewydd,Ringland Primary School,Egni
Newport/Casnewydd,Malpas Court School,Egni
Newport/Casnewydd,Marshfield Primary School,Egni
Newport/Casnewydd,Lliswerry Primary School,Egni
"Aspire Academy Trust, Cornwall",Crowan Primary School,MAT funding
Newport/Casnewydd,St Julian's Primary School,Egni
Newport/Casnewydd,Newport High School,Egni
Newport/Casnewydd,St Julian's High School,Egni
Newport/Casnewydd,Eveswell Primary School,Egni
Newport/Casnewydd,Caerleon Comprehensive School,Egni
Newport/Casnewydd,Alway Primary School,Egni
Newport/Casnewydd,Ysgol Gyfun Gwent is Coed,Egni
Newport/Casnewydd,Bassaleg Comprehensive School,Egni
Newport/Casnewydd,Maindee Primary School,Egni
Newport/Casnewydd,Jubilee Park Primary School,Egni
Newport/Casnewydd,Rogerstone Primary School,Egni
Newport/Casnewydd,Lliswerry High School,Egni
Newport/Casnewydd,Pentrepoeth Primary School,Egni
Newport/Casnewydd,St Patricks RC Primary School,Egni
Norfolk,John Grant School,Drax
Norfolk,Sheringham Woodfields School,Drax
Norfolk,Hall School,Drax
North Lincolnshire,Holme Valley Primary School,Drax
North Lincolnshire,"St Barnabas C of E Primary, Barnetby",
North Lincolnshire,Castledyke Primary School,
North Lincolnshire,South Ferriby Primary School,
North Lincolnshire,Sir John Nelthorpe School,
North Lincolnshire,Brigg Primary School,
North Lincolnshire,Bottesford Junior School,
North Lincolnshire,Belton All Saints C of E Primary School,
North Lincolnshire,Baysgarth School,
North Lincolnshire,Kirton Lindsey Primary School,
North Lincolnshire,Burton upon Stather Primary School,
North Lincolnshire,"The Grange Primary School, Scunthorpe",Drax
North Lincolnshire,Oakfield Primary School,Drax
North Lincolnshire,Leys Farm Junior School,Drax
North Lincolnshire,Gunness and Burringham C of E Primary School,
North Lincolnshire,Westcliffe Primary School,
North Lincolnshire,St Peter & St Paul CE Primary School,Drax
North Lincolnshire,Killingholme Primary School,Drax
North Lincolnshire,Wroot Travis Charity C of E Primary School,
North Somerset,Birdwell School,OVO Foundation
North Star Community Trust,Enfield Heights Academy,MAT funding
North Star Community Trust,Kingfisher Hall Primary Academy,MAT funding
North Star Community Trust,Heron Hall Academy,OVO Foundation
North Star Community Trust,Woodpecker Hall Academy,MAT funding
Northampton Primary Academy Trust,Weston Favell CE Primary School,Drax
Northampton Primary Academy Trust,Headlands Primary School,Drax
Northampton Primary Academy Trust,Thorplands Primary School & Nursery,Drax
Nottingham,Claremont Primary and Nursery School,Pending data
Oasis Multi-Academy Trust,Oasis Academy - Aspinal,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Long Cross,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Boulton,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Brislington,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Bank Leaze,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Broadoak,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Blakenhale Infants and Junior School,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - New Oak,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Warndon,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Byron,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Connaught,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Coulsdon,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Daventry Road,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Foundry,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Henderson Avenue,Drax
Oasis Multi-Academy Trust,Oasis Academy - Hobmoor,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Johanna,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - John Williams,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Nunsthorpe,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Leesbrook,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Lords Hill,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Immingham,Drax
Oasis Multi-Academy Trust,Oasis Academy - Limeside,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Marksbury Road,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Mayfield,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - South Bank,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Media City UK,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Oldham,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Putney,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Lister Park,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Ryelands,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Skinner Street,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Shirley Park - Long Lane campus,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Arena,OVO Foundation
Anglian Learning,Fen Ditton Community Primary School,
Anglian Learning,The Netherhall School and Sixth Form Centre,
Anglian Learning,Bottisham Community Primary School,
Oasis Multi-Academy Trust,Oasis Academy - Shirley Park - Stroud Green campus,MAT funding
Anglian Learning,The Icknield Primary School,
Oasis Multi-Academy Trust,Oasis Academy - Shirley Park Secondary,MAT funding
Anglian Learning,The Meadow Primary School,
Oasis Multi-Academy Trust,Oasis Academy - Enfield,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Short Heath Primary,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Silvertown,MAT funding
Anglian Learning,Linton Heights Junior School,
Anglian Learning,Stapleford Community Primary School,
Oasis Multi-Academy Trust,Oasis Academy - Watermead,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Don Valley,Drax
All Saints Catholic Academy Trust,St John Fisher Catholic Primary School,
Oasis Multi-Academy Trust,Oasis Academy - Sholing,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Hadley,OVO Foundation
Oasis Multi-Academy Trust,Oasis Academy - Fir Vale,Drax
Oasis Multi-Academy Trust,"Oasis Academy - Isle of Sheppey, West Campus",
Hampshire,Swaythling Primary School,
Oasis Multi-Academy Trust,"Oasis Academy - Isle of Sheppey, East Campus",
Oasis Multi-Academy Trust,Oasis Academy - Wintringham,MAT funding
Oasis Multi-Academy Trust,Oasis Academy - Woodview,MAT funding
Other Independent Schools,Francis Holland School - Regents Park,School self funding
Other Independent Schools,Forest School,School self funding
Other Independent Schools,Bancroft's School,School self funding
Other Independent Schools,Francis Holland School - Sloane Square,School self funding
Other Independent Schools,Ewell Castle School,
Other Independent Schools,Sherborne Girls,School self funding
Other Independent Schools,Salisbury Cathedral School,School self funding
Unity Schools Partnership,Ditton Lodge Primary School,Drax
Oxfordshire,Windmill Primary School,School self funding
Oxfordshire,West Witney Primary School,
Oxfordshire,St. Nicolas Primary School,
Unity Schools Partnership,Kedington Primary Academy,Pending data
Oxfordshire,Caldecott Primary School,
Palladian Academy Trust,St Martin's Garden Primary School,
Palladian Academy Trust,Ralph Allen School,
Palladian Academy Trust,Oldfield Park Junior School,
Palladian Academy Trust,Combe Down Primary School,
Palladian Academy Trust,St Philip's Primary School,OVO Foundation
Palladian Academy Trust,Widcombe Infant School,OVO Foundation
Palladian Academy Trust,Widcombe Junior School,
Palladian Academy Trust,Winsley CE Primary School,
Pembrokeshire/Sir Penfro,Fenton Community Primary School,Egni
Pembrokeshire/Sir Penfro,Stepaside Primary School,Egni
Unity Schools Partnership,The Compass School,OVO Foundation
Pembrokeshire/Sir Penfro,Ysgol Wirfoddol Cilgerran,Egni
Pembrokeshire/Sir Penfro,Ysgol Bro Ingli,Egni
Pembrokeshire/Sir Penfro,Coastlands CP School,Egni
Pembrokeshire/Sir Penfro,Johnston School,Egni
Pembrokeshire/Sir Penfro,Narberth Community Primary School,Egni
Pembrokeshire/Sir Penfro,Puncheston Community Primary School,Egni
Pembrokeshire/Sir Penfro,Ysgol Hafan y Mor,Egni
Pembrokeshire/Sir Penfro,Golden Grove School,Egni
Pembrokeshire/Sir Penfro,Saundersfoot Community Primary School,Egni
Pembrokeshire/Sir Penfro,Mary Immaculate Catholic Primary School,Egni
Pembrokeshire/Sir Penfro,Monkton Priory CP School,Egni
Pembrokeshire/Sir Penfro,Ysgol y Frenni,Egni
Pembrokeshire/Sir Penfro,Portfield Special School,Egni
Pembrokeshire/Sir Penfro,Ysgol Penrhyn Dewi - Campws Non,Egni
Pembrokeshire/Sir Penfro,Gelliswick School,Egni
Pembrokeshire/Sir Penfro,Ysgol Penrhyn Dewi VA - Campws Dewi,Egni
Pembrokeshire/Sir Penfro,Lamphey Primary School,Egni
Pembrokeshire/Sir Penfro,Prendergast Primary School,Egni
Pembrokeshire/Sir Penfro,Tenby CIW Primary School,Egni
Pembrokeshire/Sir Penfro,Ysgol Gymunedol Croesgoch,Egni
Carmarthenshire/Sir GÃ¢r,Ysgol Hafodwenog,
Carmarthenshire/Sir GÃ¢r,Ysgol Pontyberem,
Pembrokeshire/Sir Penfro,St Francis Catholic Primary School,Egni
Pembrokeshire/Sir Penfro,Ysgol Penrhyn Dewi - Campws Aidan,Egni
Carmarthenshire/Sir GÃ¢r,Ysgol y Dderwen,
Pembrokeshire/Sir Penfro,Pembroke Dock Community School,Egni
Pembrokeshire/Sir Penfro,Broad Haven CP School,Egni
Pembrokeshire/Sir Penfro,Pennar Community School,Egni
Pembrokeshire/Sir Penfro,St Aidan's School,Egni
Perth and Kinross,Crieff Primary School,
Perth and Kinross,Errol Primary School,
Perth and Kinross,Stanley Primary School,
Perth and Kinross,Perth Academy,School self funding
Perth and Kinross,Invergowrie Primary School,School self funding
Perth and Kinross,Alyth Primary School,
Perth and Kinross,Perth Grammar School,
Perth and Kinross,Oakbank Primary School,
Perth and Kinross,Fairview School,School self funding
Perth and Kinross,Crieff High School,
Perth and Kinross,Kinross High School,
Perth and Kinross,Moncreiffe Primary School,School self funding
Perth and Kinross,Kenmore Primary School,
Peterborough,Leighton Primary School,Drax
Peterborough Diocese Education Trust,William Law C of E Primary School,Drax
River Learning Trust,Middle Barton Primary School,
River Learning Trust,Cutteslowe Primary School,
Peterborough Diocese Education Trust,St James C of E Primary School,Drax
Peterborough Diocese Education Trust,St Luke's C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Oundle C of E Primary School,MAT funding
Peterborough Diocese Education Trust,St Andrew's C of E Primary School & Nursery,Drax
Peterborough Diocese Education Trust,Towcester C of E Primary School,MAT funding
Peterborough Diocese Education Trust,"St Mary's C of E Primary School, Burton Latimer",Drax
Peterborough Diocese Education Trust,Silverstone C of E Primary,MAT funding
Peterborough Diocese Education Trust,Freeman's Endowed C of E Junior Academy,Drax
Peterborough Diocese Education Trust,Weldon C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Ryhall C of E Academy,MAT funding
River Learning Trust,Tower Hill Community Primary School,
River Learning Trust,New Marston Primary School and Nursery,
Peterborough Diocese Education Trust,St Barnabas C of E School,Drax
Peterborough Diocese Education Trust,Greens Norton C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Cottingham C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Trinity C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Ringstead C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Kislingbury C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Guilsborough C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Isham C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Staverton C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Blakesley C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Barby C of E Primary School,MAT funding
Peterborough Diocese Education Trust,Cranford C of E Primary School,Drax
Peterborough Diocese Education Trust,Loddington C of E Primary School,Drax
Peterborough Diocese Education Trust,Collingtree C of E Primary School,Drax
Peterborough Diocese Education Trust,Sywell C of E Primary School,Drax
Peterborough Diocese Education Trust,Great Addington C of E Primary School,Drax
Peterborough Diocese Education Trust,Spratton C of E Primary School,Drax
Peterborough Diocese Education Trust,Mears Ashby C of E Primary School,Drax
Peterborough Diocese Education Trust,"Welford, Sibbertoft & Sulby Endowed School",Drax
Peterborough Diocese Education Trust,Pytchley C of E Primary School,Drax
Peterborough Diocese Education Trust,Milton Parochial Primary School,Drax
Powys,Clyro Church in Wales Primary School,Talybont-on-Usk Community Energy
Powys,Ysgol Penmaes,Talybont-on-Usk Community Energy
Powys,Llangynidr Community Primary School,Talybont-on-Usk Community Energy
Powys,Ysgol y Bannau,Talybont-on-Usk Community Energy
Prince Albert Community Trust,Sutton Park Primary School,OVO Foundation
Prince Albert Community Trust,Highfield J&I School,OVO Foundation
Prince Albert Community Trust,Prince Albert Primary School,OVO Foundation
Prince Albert Community Trust,Heathfield Primary School,OVO Foundation
Prince Albert Community Trust,Prince Albert High School,OVO Foundation
Prince Albert Community Trust,Birchfield Primary School,OVO Foundation
Prince Albert Community Trust,Lakey Lane School,OVO Foundation
Red Kite Learning Trust,Austhorpe Primary School,MAT funding
Red Kite Learning Trust,Colton Primary School,MAT funding
Red Kite Learning Trust,Coppice Valley Primary School,MAT funding
Red Kite Learning Trust,Crawshaw Academy,Drax
Red Kite Learning Trust,Harrogate Grammar School,MAT funding
Red Kite Learning Trust,Meadowfield Primary School,Drax
Red Kite Learning Trust,Oatlands Junior School,MAT funding
Red Kite Learning Trust,Rossett Acre Primary School,Drax
Red Kite Learning Trust,Rossett School,Drax
Red Kite Learning Trust,Temple Learning Academy,MAT funding
Red Kite Learning Trust,Temple Moor High School,Drax
Red Kite Learning Trust,Templenewsam Halton Primary School,Drax
Red Kite Learning Trust,Western Primary School,Drax
Red Kite Learning Trust,Whitkirk Primary School,MAT funding
River Learning Trust,Seven Fields Primary School,
River Learning Trust,Kingsdown School,
River Learning Trust,Cheney School,
River Learning Trust,Edith Moorhouse Primary School,
River Learning Trust,Bayards Hill Primary School,
River Learning Trust,The Cherwell School,
River Learning Trust,Garsington Church of England Primary School,
River Learning Trust,The Oxford Academy,
United Learning,Northampton Academy,Drax
River Learning Trust,Windrush Church of England Primary School,
River Learning Trust,Barton Park Primary School,
River Learning Trust,The Marlborough School,
River Learning Trust,The Swan School,
River Learning Trust,Larkrise Primary School,
River Learning Trust,Gosford Hill School,
River Learning Trust,Horspath Church of England Primary School,
River Learning Trust,Beckley Church of England Primary School,
River Learning Trust,Charlbury Primary School,
River Learning Trust,Wolvercote Primary School,
River Learning Trust,Sandhills Community Primary School,
River Learning Trust,Madley Brook Primary School,
River Learning Trust,Witney Community Primary School,
River Learning Trust,Rose Hill Primary School,
Kent,Dartford Grammar School,
Peterborough,"St Michael's Primary School, Peterborough",Pending data
River Learning Trust,Wheatley Park School,
River Learning Trust,Chipping Norton School,
Roseland Multi-Academy Trust,Falmouth School,MAT funding
Roseland Multi-Academy Trust,Treviglas Academy,MAT funding
Roseland Multi-Academy Trust,Gerrans School,MAT funding
Roseland Multi-Academy Trust,The Roseland Academy,MAT funding
Roseland Multi-Academy Trust,Tregony Primary School,MAT funding
Rotherham,Wales High School,Drax
Rotherham,Bramley Sunnyside Junior School,
Rotherham,Aughton Early Years Centre,Drax
Rotherham,Broom Valley Community School,Drax
Rotherham,Newman School - Whiston Main Site,
Rotherham,Newman School - Additional Resource Site,
Rotherham,"St Joseph's Catholic Primary School, Dinnington",
Selby Educational Trust,Carlton Primary School,Drax
Selby Educational Trust,Selby Community Primary School,Drax
SENDAT,Chalk Hill,MAT funding
SENDAT,Sunrise Academy,MAT funding
SENDAT,Duke of Lancaster Academy,Drax
SENDAT,Priory School - Mount Road,MAT funding
Sheffield,Abbey Lane Primary School,
Sheffield,Brunswick Community Primary School,
Sheffield,Coit Primary School,
Sheffield,Ecclesall Primary School,
Sheffield,Ecclesfield Primary School,Drax
Sheffield,King Edward VII Upper School,
Sheffield,Mossbrook School,
Sheffield,Mundella Primary School,Drax
Sheffield,Porter Croft Church of England Primary Academy,School self funding
Sheffield,Watercliffe Meadow Community Primary School,
Sir John Brunner Foundation,Sir John Deane's Sixth Form College,MAT funding
Sir John Brunner Foundation,Middlewich High School,MAT funding
Sir John Brunner Foundation,The Macclesfield Academy,MAT funding
Somerset,St Benedict's C of E Junior School,
Somerset,Frome College,
Somerset,Trinity C of E First School,OVO Foundation
Somerset,St Louis Catholic Primary School,
Somerset,Hugh Sexey C of E Middle School,
South West Essex Community Education Trust,Marshalls Park Academy,OVO Foundation
South West Essex Community Education Trust,Chadwell St Mary Primary School,OVO Foundation
South West Essex Community Education Trust,Orsett Heath Academy,OVO Foundation
South West Essex Community Education Trust,Deneholm Primary School,OVO Foundation
South West Essex Community Education Trust,Stifford Clays Primary School,OVO Foundation
South West Essex Community Education Trust,William Edwards School,MAT funding
Spencer Academies Trust,Heanor Gate Spencer Academy,Drax
Spencer Academies Trust,Hilton Spencer Academy,Drax
Spencer Academies Trust,Rosecliffe Spencer Academy,Drax
Spencer Academies Trust,Long Field Spencer Academy,
Spencer Academies Trust,Glenbrook Spencer Academy,Drax
Spencer Academies Trust,St Giles Spencer Academy,Drax
Spencer Academies Trust,George Spencer Academy,Drax
Spencer Academies Trust,Wyndham Spencer Academy,Drax
Spencer Academies Trust,Chetwynd Spencer Academy,Drax
Spencer Academies Trust,Portland Spencer Academy,Drax
Spencer Academies Trust,Millside Spencer Academy,Drax
Spencer Academies Trust,Farnborough Spencer Academy,
Spencer Academies Trust,Derby Moor Spencer Academy,Drax
Spencer Academies Trust,Chellaston Fields Spencer Academy,
Spencer Academies Trust,John Port Spencer Academy,Drax
Spencer Academies Trust,Sunnyside Spencer Academy,Drax
Spencer Academies Trust,Rushcliffe Spencer Academy,Drax
Spencer Academies Trust,Inkersall Spencer Academy,Drax
Spencer Academies Trust,Fairfield Spencer Academy,Drax
Spencer Academies Trust,Ashwood Spencer Academy,Drax
Spencer Academies Trust,Brackensdale Spencer Academy,
Spencer Academies Trust,Castleward Spencer Academy,
Spencer Academies Trust,Highfields Spencer Academy,
Spencer Academies Trust,The Mease Spencer Academy,
St Ralph Sherwin CMAT,Blessed Robert Sutton Catholic Voluntary Academy,
St Ralph Sherwin CMAT,"St Joseph's Catholic Primary School, Derby",
St Ralph Sherwin CMAT,Saint John Houghton Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Thomas More Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Thomas Catholic Voluntary Academy,Drax
Merthyr Tydfil,Twynyrodyn Community School,
St Ralph Sherwin CMAT,English Martyrsâ€™ Catholic Voluntary Academy,Drax
St Ralph Sherwin CMAT,St Albanâ€™s Catholic Primary School,
St Ralph Sherwin CMAT,St Margaretâ€™s Catholic Voluntary Academy,
St Ralph Sherwin CMAT,"St Mary's Catholic Primary School, Glossop",
Coastal Academies Trust,King Ethelbert School,
St Ralph Sherwin CMAT,St John Fisher Catholic Voluntary Academy,
Coastal Academies Trust,Dane Court Grammar School,
St Ralph Sherwin CMAT,All Saints Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Elizabethâ€™s Catholic Voluntary Academy,
St Ralph Sherwin CMAT,Christ the King Catholic Voluntary Academy,
North Lincolnshire,Priory Lane Community School,
St Ralph Sherwin CMAT,St Georgeâ€™s Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Edwardâ€™s Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Charles Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Anneâ€™s Catholic Voluntary Academy,
St Ralph Sherwin CMAT,St Philip Howard Catholic Voluntary Academy,
North Lincolnshire,Kirmington St Helena's C of E Primary School,
St Thomas Aquinas CMAT,De Lisle College,
St Thomas Aquinas CMAT,English Martyrs' Catholic School (Leicester),
St Thomas Aquinas CMAT,Sacred Heart Catholic Voluntary Academy (Loughborough),
St Thomas Aquinas CMAT,St Winefrideâ€™s Catholic Voluntary Academy,
St Thomas Aquinas CMAT,Bishop Ellis Catholic Voluntary Academy,
St Thomas Aquinas CMAT,English Martyrs Catholic Voluntary Academy (Oakham),
St Thomas Aquinas CMAT,St Charles Primary School,
St Thomas Aquinas CMAT,St Paul's Catholic School,
St Thomas Aquinas CMAT,St Peterâ€™s Catholic Primary School (Hinckley),
St Thomas Aquinas CMAT,St Joseph's Catholic Voluntary Academy (Market Harborough),
St Thomas Aquinas CMAT,Christ the King Catholic Voluntary Academy (Junior Site),Drax
St Thomas Aquinas CMAT,Saint Martin's Catholic Academy,
St Thomas Aquinas CMAT,Holy Cross Catholic Primary School (Leicester),
St Thomas Aquinas CMAT,Christ the King Catholic Primary School (Infant site),Drax
Stour Vale Multi-Academy Trust,Northfield Road Primary,
Stour Vale Multi-Academy Trust,Ridgewood High School,
TEAM Education Trust,Whaley Thorns Primary School and Nursery,
TEAM Education Trust,Model Village Primary School,
Stour Vale Multi-Academy Trust,Redhill High School,
Stour Vale Multi-Academy Trust,Earls High School,
Suffolk,"St Mary's Church of England Academy, Mildenhall",Drax
Suffolk,The Ashley School,Drax
Sutton,Robin Hood Junior School,OVO Foundation
Swansea/Abertawe,Gowerton Primary School,
Swansea/Abertawe,Maes Derw,
